OC_ANO,OC_MES,OC_DIA_SEMANA,OC_DIA,OC_PERIODO_DIA,OC_BAIRRO,OC_SUBCATEGORIA
2018,2,5,15,3,40,1
2015,1,7,10,3,53,1
2018,7,1,8,4,3,3
2015,7,4,15,3,41,8
2015,11,6,27,3,5,1
2018,8,3,14,3,67,10
2018,7,6,20,3,15,10
2015,3,3,24,2,10,8
2015,5,7,16,4,30,3
2019,6,4,12,4,25,7
2020,4,1,26,3,45,10
2016,2,7,20,4,64,7
2020,5,1,3,1,8,10
2020,4,7,18,2,37,10
2017,11,6,17,3,7,1
2017,10,5,12,3,58,1
2019,8,5,22,1,32,10
2016,11,4,2,3,25,1
2017,5,2,15,4,5,4
2015,11,5,12,3,45,1
2020,5,1,24,2,25,7
2017,6,7,10,3,54,6
2016,2,4,3,3,64,4
2018,11,1,18,3,8,10
2020,6,6,12,2,69,7
2015,5,4,27,1,24,2
2015,8,7,1,3,30,1
2017,2,5,2,3,5,1
2017,6,6,2,2,45,1
2016,11,5,3,2,2,7
2015,5,6,8,3,64,1
2017,3,1,5,1,9,6
2015,4,4,29,3,31,5
2015,8,2,10,1,19,1
2020,5,5,7,2,31,10
2015,9,3,22,1,18,7
2015,5,5,28,2,5,1
2020,7,2,6,3,28,10
2017,10,1,1,2,3,9
2017,7,5,6,1,6,6
2019,7,4,24,3,12,7
2020,5,3,12,2,28,9
2018,7,4,18,4,18,9
2020,3,6,27,1,54,10
2018,8,5,23,1,5,5
2020,9,3,8,3,15,10
2016,12,2,19,3,34,6
2015,3,2,16,1,23,8
2020,10,6,16,2,37,10
2016,11,1,27,3,12,5
2016,7,7,23,3,28,5
2020,7,7,4,3,28,10
2016,3,2,7,1,26,5
2017,3,6,3,1,15,7
2018,12,4,26,3,32,5
2020,3,7,7,1,28,10
2020,10,3,13,3,9,10
2020,5,6,1,2,48,9
2019,6,7,22,3,25,1
2019,4,7,6,1,19,9
2016,12,2,12,2,45,1
2016,5,2,2,3,5,4
2018,5,3,1,2,5,4
2020,3,4,11,4,60,4
2019,3,4,6,2,13,5
2016,11,6,11,3,59,1
2016,5,2,23,3,25,6
2015,7,3,28,2,10,6
2019,9,4,25,2,12,1
2018,8,5,2,3,13,10
2019,4,6,19,3,33,1
2020,8,7,1,2,1,10
2015,7,6,31,4,5,4
2017,3,4,15,3,32,9
2020,8,6,28,3,15,10
2018,12,1,9,3,45,4
2015,6,5,11,1,60,6
2015,7,7,25,1,24,9
2019,11,3,26,2,41,10
2017,9,7,30,1,53,1
2019,3,7,9,4,26,4
2020,7,6,10,2,35,10
2019,10,3,8,1,8,10
2019,9,6,13,3,25,9
2018,6,7,23,4,5,5
2016,5,1,22,3,11,1
2019,9,5,12,3,4,6
2017,10,3,31,4,25,1
2018,7,6,27,4,12,3
2017,3,4,22,3,45,1
2015,7,6,3,3,37,1
2016,8,6,26,3,25,1
2015,1,2,19,3,25,6
2016,3,1,6,2,1,5
2020,5,1,24,2,17,9
2018,1,6,12,4,9,3
2017,4,6,7,1,5,9
2015,8,5,6,4,58,8
2017,6,6,16,2,38,1
2017,6,1,4,1,4,6
2018,11,5,29,2,9,7
2017,11,2,20,1,30,3
2020,12,2,21,3,19,7
2018,1,7,13,3,25,7
2018,8,3,28,3,9,10
2019,11,3,26,4,28,4
2017,5,7,6,3,11,4
2017,1,2,16,2,31,5
2016,8,6,12,4,49,4
2018,1,3,30,3,9,6
2018,8,6,10,3,42,10
2017,7,7,1,2,4,3
2019,2,1,24,3,32,5
2016,11,2,14,2,58,1
2015,8,7,22,3,45,1
2020,7,7,18,3,24,10
2016,6,4,29,3,53,2
2018,10,2,8,3,15,3
2020,7,6,10,2,52,10
2019,2,1,3,1,41,10
2018,4,1,15,2,19,4
2020,5,2,18,2,19,10
2015,10,1,11,4,32,2
2020,12,4,2,1,3,10
2015,1,4,14,3,25,9
2019,11,5,14,2,31,10
2015,11,5,5,3,47,9
2019,6,3,11,2,55,10
2015,1,4,28,3,55,4
2020,11,7,28,1,38,10
2020,7,1,12,3,3,5
2019,8,7,31,3,46,3
2020,4,5,9,1,30,9
2020,5,6,15,2,19,9
2020,6,7,13,1,19,10
2019,11,4,20,2,8,4
2020,10,1,4,1,64,5
2015,6,1,28,4,14,5
2017,6,1,4,2,3,6
2020,7,3,14,1,9,10
2020,1,1,12,2,62,7
2018,7,1,29,3,25,1
2015,4,1,5,1,25,5
2018,11,4,28,3,31,10
2017,11,1,19,2,19,1
2016,8,2,15,1,11,1
2016,8,7,27,3,17,2
2017,10,3,3,3,31,6
2017,5,3,30,2,5,9
2016,12,2,12,1,5,5
2015,7,1,26,3,28,9
2016,9,7,17,3,27,7
2015,7,3,28,2,30,8
2016,7,3,12,1,31,6
2019,10,6,4,2,5,9
2018,10,5,18,3,1,10
2020,3,5,19,3,15,10
2020,7,5,30,3,31,10
2019,7,1,21,2,24,10
2018,2,5,8,2,16,1
2018,8,3,14,4,6,6
2015,5,7,23,4,38,4
2015,6,7,6,3,5,4
2016,2,3,23,3,4,6
2017,7,2,10,3,43,1
2015,1,6,2,3,5,8
2016,11,3,15,2,2,8
2018,4,7,28,1,45,9
2019,10,1,13,3,3,9
2016,8,1,14,3,11,1
2020,7,2,20,3,56,4
2017,2,3,21,2,53,9
2019,5,7,11,2,19,3
2017,11,2,20,1,17,6
2015,4,4,8,1,9,2
2020,3,2,9,2,18,10
2015,8,2,31,1,45,5
2019,1,2,7,4,9,6
2020,4,7,25,3,45,10
2016,3,2,21,3,3,1
2020,3,2,2,3,9,7
2018,8,6,31,1,42,10
2015,9,4,30,3,10,5
2015,6,2,8,3,3,2
2015,7,5,9,3,15,3
2020,10,3,13,1,13,5
2016,11,7,26,4,19,6
2016,8,4,17,2,30,9
2015,7,3,7,4,5,4
2015,10,5,29,2,9,9
2018,7,3,3,4,9,3
2016,4,3,26,3,19,1
2016,1,2,25,2,5,1
2020,11,7,7,1,5,9
2020,5,6,1,2,24,10
2020,12,2,7,3,26,10
2019,3,3,5,3,9,7
2020,11,2,30,1,9,10
2020,10,6,16,2,9,10
2019,9,1,22,2,19,7
2016,2,6,12,1,58,1
2018,11,5,1,3,28,10
2015,11,4,4,4,60,7
2015,3,3,31,3,46,1
2020,5,6,8,1,51,10
2020,11,4,25,1,45,9
2020,7,7,4,3,28,10
2020,12,1,6,1,9,7
2018,2,7,17,3,5,9
2019,11,2,25,2,28,9
2015,2,3,3,4,11,7
2017,1,6,20,3,19,5
2020,3,6,6,3,60,10
2017,9,1,17,1,5,9
2020,5,2,4,2,67,10
2019,2,6,15,2,32,1
2017,7,2,17,1,54,6
2017,9,6,8,3,25,7
2017,9,5,7,2,19,5
2017,5,1,7,2,36,9
2015,4,7,4,3,22,8
2020,11,4,25,2,33,9
2015,11,7,28,2,50,5
2020,3,3,10,2,55,10
2015,11,4,4,3,69,7
2017,10,7,21,2,4,6
2020,3,6,27,1,25,4
2020,4,4,8,1,3,10
2019,8,6,23,2,62,7
2018,4,2,2,2,35,5
2020,8,4,5,3,3,10
2019,10,2,21,2,41,8
2018,3,6,30,2,24,9
2020,5,7,16,3,20,8
2020,7,3,21,2,64,10
2020,9,3,15,1,30,10
2017,11,3,28,1,28,6
2016,6,3,7,2,23,9
2015,6,6,5,2,1,7
2016,5,7,28,3,55,3
2017,3,5,16,2,5,1
2016,2,7,20,4,4,7
2015,11,1,8,3,54,3
2016,12,4,7,4,25,7
2018,5,2,7,3,10,10
2016,12,1,4,2,5,9
2018,4,7,21,1,25,6
2020,5,7,30,2,12,7
2018,9,2,17,4,5,1
2018,1,5,4,2,13,5
2018,10,6,12,3,25,7
2018,11,5,22,3,44,10
2019,5,7,11,4,50,7
2015,8,3,4,4,9,6
2018,7,7,14,4,32,4
2018,11,1,4,3,25,7
2016,8,1,14,4,4,6
2015,9,4,9,4,9,6
2016,8,6,12,3,26,9
2016,11,1,13,3,53,1
2020,10,7,24,3,38,10
2020,1,7,25,4,8,6
2015,7,5,30,3,5,9
2016,1,1,24,2,30,8
2020,6,4,24,3,26,10
2015,9,6,4,3,19,7
2019,12,5,26,2,48,10
2018,11,3,27,2,24,9
2016,1,1,24,2,1,8
2018,3,4,21,4,5,5
2017,9,4,27,3,5,1
2019,2,7,2,3,40,1
2019,6,5,27,2,5,9
2015,7,2,20,4,23,4
2019,4,4,3,3,41,9
2016,3,7,12,3,10,4
2018,3,1,18,1,5,4
2020,1,4,29,3,28,9
2016,3,7,5,4,12,4
2015,10,6,30,1,35,9
2018,11,6,23,3,19,8
2018,6,1,17,2,4,6
2017,6,7,3,4,4,3
2019,6,4,26,1,45,5
2020,5,1,17,2,30,5
2015,9,3,8,1,57,6
2018,11,3,20,4,22,1
2015,2,6,6,3,45,1
2016,10,2,17,2,9,9
2020,4,5,2,1,9,9
2015,8,2,31,4,25,1
2017,11,5,2,2,41,9
2018,11,7,24,3,31,10
2017,6,1,4,1,7,1
2015,3,6,27,4,32,9
2018,12,3,11,3,1,7
2017,4,6,28,3,45,4
2020,7,1,19,2,25,7
2015,3,7,28,2,3,4
2020,5,6,22,3,12,10
2019,4,3,16,2,5,9
2015,8,5,27,3,9,5
2016,11,6,4,4,50,4
2017,2,6,17,2,32,5
2020,8,6,14,3,12,10
2016,6,6,3,4,19,5
2015,9,3,8,3,2,8
2015,11,1,29,2,1,1
2015,6,5,4,2,3,1
2018,4,1,8,4,32,4
2018,1,4,17,3,62,1
2019,6,4,19,3,38,1
2017,8,1,6,2,2,5
2017,7,2,31,1,58,6
2015,5,1,31,3,5,1
2015,2,6,6,1,9,1
2020,3,7,14,1,45,10
2015,4,5,16,1,38,5
2015,9,4,30,3,3,1
2016,7,4,6,2,19,1
2015,7,4,22,2,23,9
2015,11,7,7,1,5,9
2020,5,3,26,2,28,5
2018,11,3,27,4,18,3
2019,3,2,4,1,45,4
2016,6,1,19,1,12,1
2016,6,4,22,2,51,5
2015,9,1,6,1,2,5
2020,8,2,10,3,12,10
2018,8,2,20,1,5,9
2018,5,2,28,1,5,5
2018,7,7,14,2,9,3
2018,5,6,4,1,45,8
2017,3,1,19,1,19,6
2015,10,2,26,3,69,7
2015,9,7,5,1,31,4
2015,2,2,23,3,25,1
2016,12,5,29,3,53,5
2015,2,3,17,1,11,5
2020,9,2,28,3,1,10
2016,1,7,16,2,41,5
2017,5,3,23,4,7,5
2018,7,4,25,3,31,7
2019,5,6,3,4,16,5
2020,7,1,12,3,1,7
2020,10,5,1,2,41,7
2017,1,6,20,1,10,10
2020,8,5,27,2,15,10
2018,1,3,30,2,5,9
2015,4,1,12,3,19,8
2020,4,1,26,1,45,10
2020,6,1,7,3,9,7
2015,11,6,13,2,55,8
2017,1,5,19,2,19,8
2016,12,6,23,3,9,6
2020,8,7,1,2,13,10
2015,8,1,9,1,69,5
2017,10,7,7,4,1,7
2018,11,1,18,1,15,5
2017,4,5,20,3,5,1
2019,4,4,10,2,45,5
2017,4,3,18,3,9,8
2020,4,7,4,4,12,4
2020,3,6,20,2,26,10
2018,3,2,26,1,48,5
2020,5,4,13,2,35,10
2019,7,2,15,3,5,1
2017,2,3,28,2,4,1
2019,5,4,8,3,28,7
2020,8,2,10,2,9,10
2020,2,3,18,1,6,10
2015,12,4,2,2,19,1
2015,4,2,6,3,40,3
2016,11,7,26,1,31,6
2019,1,7,19,1,25,1
2015,5,5,28,1,25,1
2015,10,4,21,3,5,1
2018,12,4,12,3,11,6
2015,7,2,13,3,9,3
2016,4,5,21,4,32,8
2020,8,5,27,2,5,9
2015,4,6,3,2,4,8
2018,5,6,4,3,73,9
2018,9,2,17,2,25,1
2015,8,4,19,3,25,1
2015,6,6,5,3,45,9
2018,8,2,6,4,25,3
2016,6,3,28,3,25,1
2020,1,7,18,1,33,5
2016,7,7,16,3,25,1
2015,8,1,30,3,39,3
2015,7,6,3,2,60,9
2015,5,7,30,3,30,7
2019,5,6,24,2,5,9
2015,7,5,16,3,64,1
2018,10,3,9,3,55,9
2020,7,7,4,2,26,7
2018,11,5,29,3,39,3
2020,4,7,25,1,41,10
2020,12,3,8,3,11,4
2015,9,3,1,2,19,1
2018,5,7,5,1,25,4
2016,6,7,11,1,25,3
2017,2,7,25,2,9,6
2019,2,1,24,2,10,3
2019,9,7,14,2,5,9
2017,4,7,22,3,19,1
2015,4,3,21,2,42,4
2019,11,5,14,2,19,9
2019,10,7,19,1,25,7
2017,11,4,29,3,7,1
2019,11,5,14,4,40,5
2019,1,3,29,3,25,7
2018,11,4,21,1,7,5
2015,7,1,5,3,23,5
2018,12,6,14,3,12,9
2018,3,2,19,3,8,7
2015,6,7,6,4,5,10
2020,5,7,16,2,25,10
2020,9,4,23,1,1,10
2020,6,2,15,1,25,1
2015,2,4,25,3,5,1
2019,11,3,19,2,20,9
2020,12,5,10,2,46,9
2020,6,1,7,1,58,10
2015,3,5,12,3,45,8
2017,11,1,26,3,2,5
2016,9,6,23,4,3,7
2020,2,1,23,3,5,6
2016,3,7,26,1,40,1
2020,3,2,9,4,25,10
2015,11,4,18,3,7,1
2020,5,7,2,2,30,8
2015,4,4,15,2,63,9
2018,9,2,24,3,45,1
2020,9,7,12,2,32,5
2018,3,3,13,2,4,7
2016,2,2,15,3,40,6
2016,2,6,26,3,10,9
2020,8,1,30,2,23,6
2017,4,6,21,3,30,1
2020,6,3,9,1,40,8
2015,8,3,11,3,25,9
2018,12,2,17,2,33,8
2016,1,4,6,2,5,1
2020,4,3,28,2,3,10
2017,1,3,31,3,1,1
2020,3,7,14,3,44,10
2015,6,2,8,3,19,6
2017,2,3,28,2,9,1
2019,9,1,29,4,45,5
2017,2,3,7,3,5,1
2020,6,7,20,3,41,10
2015,4,3,28,3,30,1
2018,12,6,28,2,25,8
2015,8,7,29,3,23,8
2018,10,6,26,3,7,1
2017,9,5,21,2,25,9
2015,1,1,18,3,4,5
2016,12,7,10,4,19,6
2016,1,3,5,2,38,7
2017,2,7,4,3,21,6
2015,2,1,1,3,25,1
2018,7,3,3,1,9,6
2015,1,7,24,3,9,4
2016,4,1,3,3,5,1
2020,6,2,1,3,45,10
2016,6,1,19,3,25,1
2019,1,4,2,2,19,8
2020,5,7,30,1,33,10
2017,5,7,6,3,12,7
2017,2,2,6,4,15,1
2018,12,5,27,4,33,5
2015,10,6,9,3,33,1
2017,11,2,6,1,5,9
2015,10,1,25,2,25,7
2018,8,5,2,3,19,10
2017,4,4,26,2,20,9
2016,3,6,25,4,3,1
2020,8,1,9,2,42,9
2015,5,3,5,3,33,4
2018,10,5,25,3,40,6
2020,8,6,14,2,25,10
2016,3,5,24,1,40,9
2015,8,3,11,2,32,9
2015,9,5,24,3,15,1
2018,6,6,29,3,55,10
2015,12,3,29,3,26,2
2016,8,2,22,3,41,5
2020,6,3,30,2,19,10
2017,12,7,23,2,44,7
2016,7,2,4,3,23,4
2020,11,3,17,2,40,10
2018,5,4,16,3,3,5
2015,3,7,21,1,25,1
2020,4,3,28,2,18,10
2020,10,1,4,2,19,10
2016,6,6,24,3,9,5
2020,4,6,17,2,41,10
2018,12,7,22,3,28,10
2018,9,1,9,3,15,1
2019,4,6,26,2,32,9
2016,10,7,8,1,5,5
2020,8,7,15,4,9,7
2015,9,3,29,2,12,9
2020,9,7,12,1,1,10
2015,4,3,14,3,18,8
2017,5,3,23,3,25,6
2018,4,4,4,3,35,5
2018,10,7,27,3,31,10
2018,9,7,8,4,39,3
2015,7,3,7,2,30,5
2015,4,7,4,4,5,4
2020,3,3,17,2,62,10
2015,3,3,31,1,6,2
2017,3,6,17,3,25,7
2020,10,1,11,3,23,9
2018,12,1,16,1,12,9
2020,5,6,22,2,13,7
2020,4,6,24,2,41,7
2020,7,4,8,3,54,10
2018,3,5,1,4,25,7
2017,3,6,24,2,8,9
2019,9,3,24,3,12,1
2017,5,7,6,2,40,9
2015,4,2,20,3,15,1
2020,9,6,25,4,8,7
2019,7,4,3,3,30,6
2020,6,1,21,2,17,9
2018,11,5,22,3,54,10
2017,12,5,21,2,38,4
2015,4,6,3,3,9,5
2019,6,7,22,1,28,9
2019,9,5,26,4,30,7
2015,11,2,2,4,11,6
2016,8,2,22,3,59,1
2020,11,7,7,1,19,10
2016,8,5,11,3,62,9
2018,7,4,18,2,3,9
2018,1,5,25,2,9,7
2017,5,4,3,3,9,1
2020,5,4,20,3,15,10
2015,1,1,25,3,5,5
2020,3,1,8,1,1,10
2016,11,3,15,3,50,5
2017,10,5,12,3,18,7
2020,4,2,13,2,3,9
2018,4,2,2,2,11,7
2016,3,1,13,1,32,5
2020,6,4,24,2,13,7
2020,9,6,25,2,28,8
2016,4,5,7,2,17,9
2015,7,2,27,3,69,9
2019,8,3,6,2,72,4
2015,12,3,22,3,33,9
2015,11,7,7,4,30,5
2020,2,4,12,3,23,9
2016,8,7,6,3,5,4
2015,8,3,18,4,47,3
2015,6,4,17,1,42,9
2017,5,5,11,1,25,9
2015,4,7,25,3,5,7
2020,4,7,18,1,29,10
2017,1,4,4,3,9,7
2017,2,7,4,2,5,1
2015,7,5,23,3,5,9
2016,6,3,7,2,30,9
2015,12,6,18,3,5,9
2020,4,4,29,2,62,10
2017,7,3,18,2,44,7
2015,9,3,8,3,9,3
2017,11,7,25,2,17,5
2017,2,7,11,2,36,7
2020,9,1,13,2,41,10
2020,5,7,16,1,41,4
2018,1,7,27,4,50,5
2019,8,6,30,2,28,5
2018,4,6,20,3,48,5
2017,11,3,14,1,19,6
2019,6,7,15,2,3,10
2016,1,6,22,4,9,3
2018,10,4,24,4,35,6
2020,6,6,26,2,9,10
2015,2,1,1,1,5,1
2020,3,3,10,3,43,10
2017,5,2,29,1,7,5
2017,8,7,26,1,15,1
2017,8,1,27,1,30,3
2015,7,3,21,3,5,1
2018,8,1,19,2,5,9
2017,7,7,15,1,5,9
2020,7,2,13,1,64,10
2020,12,4,30,2,35,7
2015,7,5,23,1,66,5
2020,3,7,21,4,64,5
2020,4,5,16,1,8,10
2020,7,7,11,4,25,6
2016,5,6,13,4,3,7
2019,4,6,26,1,5,9
2016,7,7,16,2,40,4
2017,6,7,10,2,9,9
2016,12,5,8,4,13,4
2015,12,7,12,2,19,1
2015,9,4,16,2,23,9
2015,9,1,20,1,45,4
2015,8,4,5,1,39,2
2017,6,6,16,2,53,1
2015,4,2,6,3,28,2
2019,6,7,15,2,35,7
2020,3,2,30,2,3,9
2017,10,5,12,3,40,6
2016,3,5,24,4,11,3
2019,10,1,20,2,5,9
2020,5,1,17,3,7,8
2018,2,3,13,2,25,7
2018,12,1,16,3,45,10
2019,11,3,26,2,4,5
2019,1,4,9,3,25,10
2015,3,6,27,1,64,8
2016,6,4,8,1,20,7
2015,12,4,23,2,35,4
2020,8,2,3,4,31,3
2015,6,4,3,2,47,4
2019,1,2,7,1,23,9
2016,4,7,9,2,19,6
2017,8,4,30,3,6,7
2019,9,4,11,3,5,5
2017,6,6,16,1,53,1
2020,8,3,18,1,12,6
2015,9,6,4,2,46,4
2018,7,5,19,4,15,3
2019,4,5,11,4,5,4
2015,5,5,14,4,9,3
2018,7,7,21,4,20,5
2015,5,4,6,1,64,1
2015,10,5,1,2,9,9
2017,12,4,13,1,51,9
2020,1,7,4,3,3,5
2015,8,1,30,3,15,1
2019,2,4,13,2,25,1
2019,3,6,15,1,30,8
2017,6,5,15,1,39,7
2016,2,6,19,3,25,7
2018,3,1,11,3,23,4
2015,2,5,12,2,12,4
2020,6,5,11,1,5,6
2018,10,6,26,2,5,9
2015,7,1,19,2,15,4
2015,7,4,29,1,8,6
2015,5,1,10,4,32,4
2019,9,1,29,2,5,9
2018,4,7,28,4,5,5
2015,3,2,2,3,14,3
2015,1,6,30,3,64,4
2018,8,5,9,1,23,9
2019,4,5,11,2,34,9
2020,4,2,13,1,62,10
2020,2,1,9,3,59,1
2018,8,3,21,2,15,5
2020,6,3,23,4,12,5
2015,5,5,14,2,59,1
2020,5,2,18,4,5,6
2020,11,1,15,4,5,4
2018,7,6,13,3,25,10
2020,3,4,11,2,19,10
2015,9,5,17,3,30,5
2019,12,2,2,2,23,9
2020,3,3,17,1,35,10
2015,1,3,13,4,4,3
2019,2,4,20,3,54,8
2019,2,1,24,2,43,5
2019,2,6,1,4,30,3
2015,12,7,12,2,30,5
2015,3,7,14,3,19,8
2016,5,4,4,2,18,9
2016,6,5,23,3,57,6
2019,10,4,2,3,19,1
2020,5,2,4,2,14,10
2015,1,1,18,1,5,9
2015,6,3,23,1,5,6
2020,3,7,7,1,5,9
2020,10,3,20,3,12,10
2019,12,3,3,1,19,9
2020,1,1,19,2,17,10
2016,5,2,23,4,25,6
2016,11,6,18,1,59,1
2018,9,2,24,1,5,9
2015,1,5,29,3,40,4
2020,3,6,13,1,18,10
2017,11,2,6,2,2,9
2019,8,3,6,2,20,9
2018,4,2,23,4,30,3
2020,3,4,18,3,28,10
2015,9,1,6,2,23,9
2017,7,2,10,1,25,1
2020,8,5,6,2,24,10
2016,4,3,19,2,15,1
2020,4,3,7,1,19,10
2018,4,2,30,4,13,5
2020,11,7,28,3,9,10
2020,12,4,2,3,1,10
2016,8,4,31,3,16,1
2020,3,3,31,1,5,9
2019,9,2,16,1,64,9
2019,1,1,6,1,25,9
2016,10,1,30,2,53,1
2017,12,6,22,2,5,9
2019,2,2,25,3,7,1
2015,7,5,2,4,25,8
2019,2,1,3,3,7,8
2020,5,4,20,3,17,10
2017,6,5,8,3,48,9
2016,8,2,22,3,15,2
2020,5,4,20,2,9,10
2018,5,4,30,3,9,1
2015,1,6,9,4,15,8
2017,6,1,4,1,4,5
2016,4,7,9,2,58,9
2015,4,7,4,2,8,9
2016,4,1,17,4,4,3
2018,7,6,6,3,32,8
2019,1,5,3,1,53,1
2017,1,4,11,3,25,9
2015,10,2,5,3,9,7
2017,4,3,18,2,25,3
2017,10,6,13,2,45,5
2016,10,6,14,1,12,9
2020,11,6,27,3,54,7
2017,9,1,10,3,5,4
2016,2,4,10,1,11,3
2016,12,6,9,4,71,6
2015,4,1,26,2,2,7
2019,5,3,14,2,5,9
2019,7,2,22,3,8,4
2016,3,7,12,2,35,9
2019,4,1,21,2,15,7
2017,12,2,25,2,9,7
2020,5,3,26,2,1,10
2015,5,3,19,2,28,2
2017,4,7,1,4,28,1
2015,1,3,6,3,15,7
2020,6,7,13,1,22,8
2020,4,3,21,4,32,9
2019,1,3,29,2,4,6
2016,5,5,5,3,24,9
2018,12,4,12,1,5,4
2018,9,6,14,4,25,5
2015,5,4,20,2,57,9
2017,1,5,5,4,22,8
2019,4,7,13,2,20,9
2020,11,5,19,2,12,10
2015,5,2,25,3,30,4
2019,11,2,25,2,4,7
2017,6,4,28,3,25,9
2020,10,3,13,2,27,10
2017,8,6,11,3,9,1
2019,3,5,28,3,32,10
2015,5,7,16,1,5,9
2019,9,6,27,2,31,9
2016,12,5,15,2,31,9
2019,10,3,15,2,64,9
2016,10,1,30,3,50,5
2018,11,2,12,3,33,10
2019,8,7,31,1,8,8
2019,2,2,11,2,33,6
2019,10,3,15,3,9,7
2019,1,6,18,2,21,5
2019,5,5,2,3,5,4
2016,11,4,16,3,19,1
2018,10,4,10,2,64,9
2019,12,5,26,3,25,7
2020,6,3,9,2,55,10
2015,7,5,23,2,5,9
2016,8,4,31,1,9,9
2020,10,5,15,2,31,10
2016,10,2,3,3,35,5
2019,10,4,23,3,3,1
2020,2,7,8,3,17,10
2020,8,2,3,2,51,7
2018,8,6,24,4,45,5
2016,7,3,5,4,4,3
2016,11,1,13,3,10,4
2015,7,2,20,2,27,7
2018,9,7,22,2,41,9
2016,6,2,6,1,31,1
2020,3,4,18,3,41,10
2015,5,1,17,1,43,5
2017,4,7,8,2,5,9
2018,8,3,14,3,31,10
2015,5,7,23,4,5,5
2019,8,5,15,1,23,4
2015,4,3,7,3,5,4
2020,9,5,10,2,9,10
2020,3,6,6,3,36,8
2020,5,1,17,1,30,10
2020,9,7,19,1,25,7
2016,6,6,24,2,30,8
2015,6,1,28,3,38,5
2015,1,4,28,3,1,4
2017,12,1,17,2,25,7
2018,8,2,20,2,35,7
2015,4,3,21,3,19,4
2019,9,1,22,1,58,10
2017,11,2,13,2,13,7
2020,10,1,25,3,19,10
2015,1,1,25,4,9,4
2017,2,5,16,2,41,5
2017,11,6,24,3,14,6
2020,6,5,4,2,32,10
2020,1,1,19,2,45,9
2016,10,5,20,3,25,5
2015,10,4,14,3,38,5
2016,5,6,27,4,28,5
2015,8,1,23,4,25,6
2018,4,7,21,3,30,6
2018,6,7,30,4,25,7
2020,10,5,1,2,5,10
2015,8,7,15,3,42,9
2020,9,3,15,2,25,10
2019,9,4,18,3,25,4
2017,4,2,17,3,9,7
2020,4,1,12,3,32,9
2018,7,7,28,3,51,9
2020,3,7,14,1,28,10
2020,5,3,19,1,39,6
2020,6,5,11,2,25,7
2015,4,4,29,1,5,9
2019,12,1,1,3,20,8
2018,9,3,4,3,9,3
2017,8,4,30,4,53,5
2020,6,6,19,4,29,4
2015,6,4,10,4,23,4
2017,10,3,3,1,23,9
2018,7,4,18,2,9,7
2015,3,6,13,3,13,4
2016,5,6,27,3,9,6
2020,10,2,12,2,19,10
2019,6,7,15,1,19,1
2017,9,2,25,2,41,3
2020,7,7,4,3,38,10
2015,1,6,16,2,18,1
2018,2,4,14,1,63,7
2020,7,6,10,3,28,10
2020,1,6,17,3,9,7
2016,3,6,18,2,5,5
2020,6,2,15,1,36,10
2017,7,5,13,1,45,6
2016,1,6,29,3,45,1
2016,5,5,5,4,5,4
2019,6,6,21,3,25,7
2015,3,4,25,2,55,8
2020,11,2,9,1,25,10
2016,10,1,2,3,19,5
2020,3,4,4,1,25,1
2018,9,1,16,4,35,4
2020,7,6,31,2,50,9
2017,1,7,7,3,20,1
2017,9,6,1,3,5,4
2019,4,6,5,1,5,9
2017,8,1,27,3,13,5
2018,2,2,26,2,12,1
2015,1,7,17,4,40,3
2018,5,3,22,3,6,7
2018,3,1,11,3,48,6
2015,11,6,27,2,74,9
2019,10,5,17,2,3,4
2016,5,4,25,1,26,9
2018,6,6,15,4,4,3
2016,4,4,13,1,28,7
2017,10,3,3,2,5,9
2020,12,5,17,3,45,1
2016,7,6,1,1,5,9
2018,12,5,27,2,24,9
2020,7,2,20,1,9,10
2015,2,1,8,3,3,7
2020,6,2,8,2,25,10
2015,9,4,2,2,19,4
2016,3,7,12,4,5,4
2019,4,7,13,3,33,1
2015,9,6,25,3,19,1
2020,6,7,13,2,58,10
2017,10,2,9,3,33,9
2019,1,4,2,1,5,6
2016,10,5,27,3,5,1
2020,9,2,7,2,48,6
2015,7,5,16,3,53,1
2015,3,2,16,4,7,4
2018,7,1,22,3,9,1
2018,10,3,23,4,5,6
2017,1,7,28,2,5,5
2016,2,4,17,3,5,9
2016,12,3,27,2,3,1
2019,12,5,26,1,9,7
2020,8,7,29,2,22,10
2020,5,7,2,2,4,5
2018,9,5,20,3,7,10
2015,10,1,18,3,31,7
2015,6,3,9,3,12,1
2017,7,6,28,3,52,1
2020,7,7,4,2,5,9
2015,5,2,25,2,25,1
2020,10,3,20,2,41,7
2018,5,4,2,3,5,1
2015,7,5,16,4,41,6
2020,11,7,14,4,5,9
2015,1,5,22,2,25,7
2020,6,3,30,2,12,10
2020,6,6,12,3,15,10
2018,10,2,8,1,20,9
2016,11,3,15,1,30,5
2015,3,7,14,4,5,4
2015,1,4,14,2,30,4
2018,10,1,14,4,6,6
2019,7,7,13,1,5,9
2018,6,1,10,3,7,1
2016,7,1,24,3,38,5
2016,12,5,29,4,39,3
2016,4,4,6,2,13,9
2016,11,1,6,3,9,7
2019,10,3,22,3,58,5
2017,4,6,21,2,1,7
2020,11,4,11,2,71,10
2018,5,3,15,3,12,7
2015,4,4,15,3,12,9
2020,4,5,23,3,3,7
2015,4,2,6,3,5,1
2019,8,2,12,2,23,9
2016,4,5,14,3,28,7
